"","V1","V2","V3","V4","V5"
"1",0.2,0.236363636363636,0.2,0.181818181818182,0.181818181818182
"2",0.214285714285714,0.178571428571429,0.196428571428571,0.178571428571429,0.232142857142857
"3",0.175438596491228,0.192982456140351,0.245614035087719,0.192982456140351,0.192982456140351
"4",0.228070175438596,0.210526315789474,0.175438596491228,0.175438596491228,0.210526315789474
"5",0.185185185185185,0.185185185185185,0.203703703703704,0.222222222222222,0.203703703703704
"6",0.214285714285714,0.196428571428571,0.196428571428571,0.214285714285714,0.178571428571429
"7",0.214285714285714,0.178571428571429,0.214285714285714,0.214285714285714,0.178571428571429
"8",0.188679245283019,0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019
"9",0.188679245283019,0.188679245283019,0.188679245283019,0.207547169811321,0.226415094339623
"10",0.210526315789474,0.192982456140351,0.175438596491228,0.228070175438596,0.192982456140351
"11",0.203703703703704,0.185185185185185,0.222222222222222,0.185185185185185,0.203703703703704
"12",0.178571428571429,0.232142857142857,0.196428571428571,0.178571428571429,0.214285714285714
"13",0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704,0.203703703703704
"14",0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019,0.188679245283019
"15",0.172413793103448,0.189655172413793,0.206896551724138,0.241379310344828,0.189655172413793
"16",0.2,0.2,0.181818181818182,0.2,0.218181818181818
"17",0.2,0.2,0.2,0.2,0.2
"18",0.175438596491228,0.245614035087719,0.175438596491228,0.192982456140351,0.210526315789474
"19",0.203703703703704,0.203703703703704,0.222222222222222,0.185185185185185,0.185185185185185
"20",0.188679245283019,0.226415094339623,0.188679245283019,0.207547169811321,0.188679245283019
"21",0.222222222222222,0.185185185185185,0.185185185185185,0.185185185185185,0.222222222222222
"22",0.236363636363636,0.181818181818182,0.181818181818182,0.218181818181818,0.181818181818182
"23",0.188679245283019,0.188679245283019,0.207547169811321,0.226415094339623,0.188679245283019
"24",0.188679245283019,0.226415094339623,0.188679245283019,0.207547169811321,0.188679245283019
"25",0.222222222222222,0.185185185185185,0.185185185185185,0.222222222222222,0.185185185185185
"26",0.203703703703704,0.185185185185185,0.203703703703704,0.185185185185185,0.222222222222222
"27",0.185185185185185,0.203703703703704,0.203703703703704,0.185185185185185,0.222222222222222
"28",0.2,0.181818181818182,0.181818181818182,0.2,0.236363636363636
"29",0.2,0.2,0.181818181818182,0.236363636363636,0.181818181818182
"30",0.178571428571429,0.178571428571429,0.214285714285714,0.196428571428571,0.232142857142857
"31",0.185185185185185,0.203703703703704,0.203703703703704,0.185185185185185,0.222222222222222
"32",0.188679245283019,0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321
"33",0.206896551724138,0.206896551724138,0.189655172413793,0.189655172413793,0.206896551724138
"34",0.189655172413793,0.172413793103448,0.241379310344828,0.189655172413793,0.206896551724138
"35",0.196428571428571,0.232142857142857,0.196428571428571,0.196428571428571,0.178571428571429
"36",0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321,0.188679245283019
"37",0.185185185185185,0.203703703703704,0.240740740740741,0.185185185185185,0.185185185185185
"38",0.203703703703704,0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704
"39",0.206896551724138,0.189655172413793,0.206896551724138,0.206896551724138,0.189655172413793
"40",0.214285714285714,0.178571428571429,0.196428571428571,0.196428571428571,0.214285714285714
"41",0.196428571428571,0.196428571428571,0.214285714285714,0.214285714285714,0.178571428571429
"42",0.210526315789474,0.192982456140351,0.210526315789474,0.192982456140351,0.192982456140351
"43",0.178571428571429,0.25,0.196428571428571,0.196428571428571,0.178571428571429
"44",0.175438596491228,0.245614035087719,0.175438596491228,0.175438596491228,0.228070175438596
"45",0.181818181818182,0.218181818181818,0.236363636363636,0.181818181818182,0.181818181818182
"46",0.245614035087719,0.175438596491228,0.192982456140351,0.192982456140351,0.192982456140351
"47",0.220338983050847,0.220338983050847,0.169491525423729,0.186440677966102,0.203389830508475
"48",0.185185185185185,0.185185185185185,0.203703703703704,0.203703703703704,0.222222222222222
"49",0.2,0.218181818181818,0.181818181818182,0.218181818181818,0.181818181818182
"50",0.214285714285714,0.214285714285714,0.178571428571429,0.196428571428571,0.196428571428571
"51",0.2,0.218181818181818,0.181818181818182,0.2,0.2
"52",0.211538461538462,0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462
"53",0.185185185185185,0.240740740740741,0.203703703703704,0.185185185185185,0.185185185185185
"54",0.207547169811321,0.188679245283019,0.226415094339623,0.188679245283019,0.188679245283019
"55",0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019
"56",0.226415094339623,0.207547169811321,0.188679245283019,0.188679245283019,0.188679245283019
"57",0.196428571428571,0.196428571428571,0.178571428571429,0.232142857142857,0.196428571428571
"58",0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704,0.203703703703704
"59",0.181818181818182,0.218181818181818,0.2,0.181818181818182,0.218181818181818
"60",0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321,0.188679245283019
"61",0.192307692307692,0.192307692307692,0.230769230769231,0.192307692307692,0.192307692307692
"62",0.192982456140351,0.175438596491228,0.192982456140351,0.228070175438596,0.210526315789474
"63",0.185185185185185,0.185185185185185,0.185185185185185,0.240740740740741,0.203703703703704
"64",0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462,0.192307692307692
"65",0.214285714285714,0.178571428571429,0.214285714285714,0.196428571428571,0.196428571428571
"66",0.210526315789474,0.192982456140351,0.228070175438596,0.192982456140351,0.175438596491228
"67",0.192307692307692,0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462
"68",0.185185185185185,0.240740740740741,0.185185185185185,0.203703703703704,0.185185185185185
"69",0.2,0.2,0.181818181818182,0.218181818181818,0.2
"70",0.240740740740741,0.185185185185185,0.185185185185185,0.203703703703704,0.185185185185185
"71",0.178571428571429,0.178571428571429,0.214285714285714,0.232142857142857,0.196428571428571
"72",0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321
"73",0.245614035087719,0.175438596491228,0.175438596491228,0.210526315789474,0.192982456140351
"74",0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019
"75",0.192982456140351,0.192982456140351,0.245614035087719,0.192982456140351,0.175438596491228
"76",0.196428571428571,0.196428571428571,0.232142857142857,0.178571428571429,0.196428571428571
"77",0.178571428571429,0.214285714285714,0.196428571428571,0.214285714285714,0.196428571428571
"78",0.2,0.181818181818182,0.2,0.218181818181818,0.2
"79",0.228070175438596,0.210526315789474,0.175438596491228,0.210526315789474,0.175438596491228
"80",0.189655172413793,0.172413793103448,0.172413793103448,0.275862068965517,0.189655172413793
"81",0.203703703703704,0.203703703703704,0.185185185185185,0.222222222222222,0.185185185185185
"82",0.178571428571429,0.267857142857143,0.196428571428571,0.178571428571429,0.178571428571429
"83",0.203703703703704,0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704
"84",0.185185185185185,0.185185185185185,0.185185185185185,0.203703703703704,0.240740740740741
"85",0.203703703703704,0.185185185185185,0.203703703703704,0.185185185185185,0.222222222222222
"86",0.178571428571429,0.214285714285714,0.196428571428571,0.196428571428571,0.214285714285714
"87",0.181818181818182,0.2,0.181818181818182,0.254545454545455,0.181818181818182
"88",0.188679245283019,0.207547169811321,0.188679245283019,0.188679245283019,0.226415094339623
"89",0.185185185185185,0.203703703703704,0.240740740740741,0.185185185185185,0.185185185185185
"90",0.214285714285714,0.196428571428571,0.178571428571429,0.196428571428571,0.214285714285714
"91",0.185185185185185,0.203703703703704,0.222222222222222,0.203703703703704,0.185185185185185
"92",0.25,0.178571428571429,0.178571428571429,0.196428571428571,0.196428571428571
"93",0.203703703703704,0.203703703703704,0.185185185185185,0.203703703703704,0.203703703703704
"94",0.23728813559322,0.186440677966102,0.203389830508475,0.169491525423729,0.203389830508475
"95",0.188679245283019,0.188679245283019,0.207547169811321,0.188679245283019,0.226415094339623
"96",0.188679245283019,0.188679245283019,0.207547169811321,0.207547169811321,0.207547169811321
"97",0.222222222222222,0.185185185185185,0.185185185185185,0.203703703703704,0.203703703703704
"98",0.207547169811321,0.188679245283019,0.188679245283019,0.226415094339623,0.188679245283019
"99",0.2,0.2,0.2,0.181818181818182,0.218181818181818
"100",0.189655172413793,0.206896551724138,0.189655172413793,0.189655172413793,0.224137931034483
"101",0.188679245283019,0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019
"102",0.203703703703704,0.185185185185185,0.203703703703704,0.185185185185185,0.222222222222222
"103",0.203703703703704,0.203703703703704,0.185185185185185,0.222222222222222,0.185185185185185
"104",0.218181818181818,0.181818181818182,0.218181818181818,0.181818181818182,0.2
"105",0.185185185185185,0.185185185185185,0.203703703703704,0.203703703703704,0.222222222222222
"106",0.206896551724138,0.189655172413793,0.224137931034483,0.189655172413793,0.189655172413793
"107",0.207547169811321,0.226415094339623,0.188679245283019,0.188679245283019,0.188679245283019
"108",0.185185185185185,0.185185185185185,0.185185185185185,0.203703703703704,0.240740740740741
"109",0.240740740740741,0.185185185185185,0.203703703703704,0.185185185185185,0.185185185185185
"110",0.185185185185185,0.185185185185185,0.203703703703704,0.203703703703704,0.222222222222222
"111",0.207547169811321,0.188679245283019,0.226415094339623,0.188679245283019,0.188679245283019
"112",0.203389830508475,0.220338983050847,0.203389830508475,0.186440677966102,0.186440677966102
"113",0.185185185185185,0.185185185185185,0.185185185185185,0.240740740740741,0.203703703703704
"114",0.218181818181818,0.218181818181818,0.181818181818182,0.2,0.181818181818182
"115",0.203703703703704,0.185185185185185,0.185185185185185,0.222222222222222,0.203703703703704
"116",0.175438596491228,0.210526315789474,0.228070175438596,0.175438596491228,0.210526315789474
"117",0.163934426229508,0.163934426229508,0.245901639344262,0.229508196721311,0.19672131147541
"118",0.210526315789474,0.228070175438596,0.175438596491228,0.175438596491228,0.210526315789474
"119",0.2,0.2,0.181818181818182,0.218181818181818,0.2
"120",0.185185185185185,0.203703703703704,0.185185185185185,0.185185185185185,0.240740740740741
"121",0.206896551724138,0.172413793103448,0.258620689655172,0.189655172413793,0.172413793103448
"122",0.178571428571429,0.178571428571429,0.196428571428571,0.232142857142857,0.214285714285714
"123",0.196428571428571,0.196428571428571,0.178571428571429,0.214285714285714,0.214285714285714
"124",0.169491525423729,0.254237288135593,0.220338983050847,0.169491525423729,0.186440677966102
"125",0.185185185185185,0.222222222222222,0.203703703703704,0.185185185185185,0.203703703703704
"126",0.196428571428571,0.178571428571429,0.25,0.178571428571429,0.196428571428571
"127",0.185185185185185,0.203703703703704,0.203703703703704,0.222222222222222,0.185185185185185
"128",0.186440677966102,0.186440677966102,0.203389830508475,0.23728813559322,0.186440677966102
"129",0.192982456140351,0.210526315789474,0.175438596491228,0.192982456140351,0.228070175438596
"130",0.2,0.218181818181818,0.2,0.2,0.181818181818182
"131",0.236363636363636,0.2,0.181818181818182,0.181818181818182,0.2
"132",0.192307692307692,0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692
"133",0.254545454545455,0.181818181818182,0.181818181818182,0.2,0.181818181818182
"134",0.228070175438596,0.192982456140351,0.210526315789474,0.175438596491228,0.192982456140351
"135",0.2,0.218181818181818,0.181818181818182,0.218181818181818,0.181818181818182
"136",0.172413793103448,0.241379310344828,0.172413793103448,0.189655172413793,0.224137931034483
"137",0.181818181818182,0.181818181818182,0.181818181818182,0.218181818181818,0.236363636363636
"138",0.207547169811321,0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019
"139",0.211538461538462,0.192307692307692,0.211538461538462,0.192307692307692,0.192307692307692
"140",0.178571428571429,0.285714285714286,0.178571428571429,0.178571428571429,0.178571428571429
"141",0.192307692307692,0.192307692307692,0.211538461538462,0.211538461538462,0.192307692307692
"142",0.218181818181818,0.2,0.181818181818182,0.218181818181818,0.181818181818182
"143",0.189655172413793,0.189655172413793,0.206896551724138,0.241379310344828,0.172413793103448
"144",0.192982456140351,0.210526315789474,0.192982456140351,0.192982456140351,0.210526315789474
"145",0.188679245283019,0.188679245283019,0.188679245283019,0.188679245283019,0.245283018867925
"146",0.178571428571429,0.267857142857143,0.196428571428571,0.178571428571429,0.178571428571429
"147",0.188679245283019,0.207547169811321,0.226415094339623,0.188679245283019,0.188679245283019
"148",0.196428571428571,0.196428571428571,0.196428571428571,0.178571428571429,0.232142857142857
"149",0.188679245283019,0.207547169811321,0.207547169811321,0.188679245283019,0.207547169811321
"150",0.181818181818182,0.236363636363636,0.218181818181818,0.181818181818182,0.181818181818182
"151",0.181818181818182,0.2,0.2,0.2,0.218181818181818
"152",0.192982456140351,0.228070175438596,0.175438596491228,0.192982456140351,0.210526315789474
"153",0.196428571428571,0.214285714285714,0.232142857142857,0.178571428571429,0.178571428571429
"154",0.207547169811321,0.207547169811321,0.207547169811321,0.188679245283019,0.188679245283019
"155",0.214285714285714,0.178571428571429,0.214285714285714,0.214285714285714,0.178571428571429
"156",0.203703703703704,0.185185185185185,0.240740740740741,0.185185185185185,0.185185185185185
"157",0.192982456140351,0.192982456140351,0.210526315789474,0.210526315789474,0.192982456140351
"158",0.175438596491228,0.192982456140351,0.192982456140351,0.228070175438596,0.210526315789474
"159",0.224137931034483,0.206896551724138,0.172413793103448,0.189655172413793,0.206896551724138
